1899.271479,1528.342431,1697.048576,1741.47059,1733.268697,1620.548657,1664.451593,1660.808423,1687.122984,1812.135764,1490.061628,1389.744684
1574.099372,1338.099307,1420.81109,1555.414063,1409.344931,1346.028054,1328.230381,1335.433716,1173.376663,1144.951855,1162.949228,1035.910817
1213.60983,993.254855,1231.70263,1337.907183,1382.559409,1360.277902,1293.435849,1655.402821,1665.678794,1638.044828,1572.878793,1645.348512
1593.489217,1896.751487,2378.942179,2293.395445,2080.84371,2659.699948,2617.741479,2480.15866,2363.136854,2554.957159,2406.979747,2314.828706
2360.67478,2039.46586,2553.092865,2445.455219,2455.037939,2228.728212,2224.189453,2019.853757,2053.204104,1992.172392,1516.02362,1543.440839
1579.748507,1208.625421,1589.205648,1883.79346,1900.973292,2366.524923,1771.970456,2029.800329,1893.914753,2037.181649,1932.596057,1905.887316
2476.765496,2101.172146,3039.113222,2447.320445,2568.509676,2579.412838,3041.817557,3012.50678,2759.423716,2910.053127,2244.652613,2840.546689
2671.838956,3080.589,3742.018219,3527.945755,3771.466927,3746.119176,3804.679308,4343.266038,3836.09313,4372.700555,4411.894405,4327.78071
4167.790844,4245.944884,4811.493946,5378.718424,4739.339903,4746.759382,5489.928839,6508.647177,6222.557182,6612.62819,6376.762256,5911.199002
6025.331248,5886.711604,5776.063932,6007.668887,6960.331373,7811.205549,8144.197402,7976.768066,7510.71795,6452.033528,5347.649446,6519.250897
6770.653073,5551.019125,7458.606545,7239.926794,7978.283934,7576.208214,7871.229999,8546.008595,7640.504228,7582.69901,8524.903695,9273.010805
10095.715627,8057.706608,9169.24846,10599.723582,10450.630904,12347.658399,12546.610474,11706.143647,8323.463931,9258.332916,5555.587954,5384.731304
4027.251708,3470.779997,4324.901945,4289.684972,3969.070922,5048.671598,5613.970365,5552.285729,6726.61924,5916.943841,6309.367437,7154.06592
6631.588553,5711.224704,7908.560282,7613.329309,6991.417726,6922.221094,7403.648043,7970.62476,7886.906229,6486.77371,6092.792795,7389.010854
8273.871645,7085.728169,8178.365168,7843.892623,8354.390277,8612.43651,8604.027296,8458.511068,7357.202183,6642.884247,7200.538674,6397.145395
6331.812158,4520.479501,6101.381372,6132.868124,6465.480736,6307.51807,4953.153633,5556.625943,5652.087134,6185.549559,4689.23783,3920.348448
5141.566711,3213.691491,4412.689198,4451.879783,5199.387745,5071.909368,4453.015919,4785.852492,4285.702858,3647.364268,2738.471774,2658.210118
2720.526446,2671.433298,3077.73957,3128.313693,3161.190558,2737.705342,3017.771599,3040.839719,2770.233595,2833.305732,2456.252985,2993.250928
2150.916678,1739.116385,2132.522241,2277.054738,2061.866692,2128.290015,2447.362044,2011.677956,2405.03584,2046.715681,1989.076419,1998.571606
1891.723756,1787.288644,2085.214763,2339.104599,2150.396794,2339.504909,2311.83665,2260.642476,2142.343375,2235.87194,2555.886576,2456.496294
2773.062202,2181.253081,2544.603422,2565.556749,2796.021995,2752.649877,2635.118848,3156.858101,2659.244742,3408.88046,2898.857587,3037.982431
3279.12519,2581.824454,2923.450667,3433.162904,3012.043867,3081.267062,3293.876993,3200.085787,2449.569962,3159.013054,2345.965992,3048.817241
2661.958315,1742.160116,2585.382645,2605.059567,3332.941817,2940.602663,2481.387361,2832.397003,2398.444306,2320.32665,2059.973252,2205.969892
2183.965138,2042.150403,1899.381092,1883.397931,2043.034215,1652.515707,2001.87825,2158.443304,1894.045726,1741.235914,2051.386041,2180.345234
2212.777308,2357.474244,3160.135928,3255.692926,3583.764831,3175.297037,3377.446729,3372.305367,2955.30048,3432.14684,3622.594842,3121.13973
2838.504109,2740.24233,4016.693291,3771.996977,4316.401811,3846.118307,3477.926913,3875.515308,3121.241923,3535.223861,3276.872571,2998.884339
3431.309849,2528.508547,3033.308448,3363.602224,4063.276131,3493.309204,3079.084587,3405.285429,3344.328693,0,0,0
